3790	0	0	233	30
4144	0	0	115	13
5799	0	0	237	151
6478	0	0	39	29
9481	0	0	135	18
10367	0	0	76	12
10538	0	55	0	233
10958	0	0	168	28
11086	30	0	268	0
11220	0	0	76	24
11291	0	0	74	46
12291	0	0	127	23
12358	115	0	0	35
13308	0	0	60	22
14289	0	0	25	26
15445	16	0	142	0
15535	0	106	0	50
16291	0	0	51	29
18497	0	0	122	66
20615	0	0	92	31
23823	153	0	552	0
24022	0	405	0	151
24585	0	0	609	96
25838	0	0	225	64
26449	0	0	1366	156
26736	10	0	44	11
27178	0	56	338	0
27663	0	0	533	60
29344	0	0	85	13
29519	0	453	0	71
