35	0	1	0	0
36	0	1	0	0
37	1	0	0	0
38	1	0	0	0
39	0	1	0	0
40	0	0	0	1
41	0	0	0	1
42	0	0	0	1
43	0	1	0	0
44	0	0	1	0
45	1	0	0	0
46	0	0	0	1
47	0	1	0	0
48	0	0	0	1
49	0	2	0	0
50	0	0	0	2
51	0	0	0	2
52	0	0	2	0
53	0	0	0	2
54	2	0	0	0
55	0	0	2	0
56	2	0	0	0
57	0	0	0	2
58	0	2	0	0
59	0	0	0	2
60	0	0	2	0
61	0	0	0	2
62	0	0	0	2
63	0	2	0	0
64	0	0	0	2
65	0	2	0	0
66	0	0	0	2
67	2	0	0	0
68	2	0	0	0
69	2	0	0	0
70	0	2	0	0
71	0	0	2	0
72	2	0	0	0
73	2	0	0	0
74	0	3	0	0
75	0	0	0	3
76	0	0	0	3
77	0	0	0	3
78	3	0	0	0
79	3	0	0	0
80	3	0	0	0
81	3	0	0	0
82	0	0	0	3
83	0	3	0	0
84	0	0	0	3
85	0	0	3	0
86	0	0	0	3
87	0	0	3	0
88	0	0	0	3
89	0	0	3	0
90	0	0	3	0
91	0	3	0	0
92	0	0	0	3
93	0	0	3	0
94	0	0	0	3
95	0	3	0	0
96	3	0	0	0
97	0	3	0	0
98	0	0	0	3
99	0	3	0	0
100	0	0	3	0
101	0	0	3	0
102	0	3	0	0
103	0	0	0	3
104	0	0	3	0
105	0	3	0	0
106	3	0	0	0
107	0	0	0	3
108	0	0	3	0
109	0	3	0	0
110	0	0	0	3
111	0	0	0	3
112	3	0	0	0
113	0	0	4	0
114	0	0	0	4
115	0	0	4	0
116	0	4	0	0
117	4	0	0	0
118	0	4	0	0
119	0	0	0	4
120	0	4	0	0
121	4	0	0	0
122	0	4	0	0
123	0	0	4	0
124	0	5	0	0
125	5	0	0	0
126	0	0	6	0
127	0	0	0	6
128	6	0	0	0
129	0	0	0	6
130	6	0	0	0
131	6	0	0	0
132	0	0	0	6
133	0	0	0	6
134	6	0	0	0
135	6	0	0	0
136	0	0	0	6
137	6	0	0	0
138	6	0	0	0
139	0	6	0	0
140	0	0	0	6
141	6	0	0	0
142	6	0	0	0
143	0	0	0	6
