4	2	0	0	0
5	2	0	0	0
6	0	0	2	0
7	0	0	3	0
8	0	0	0	3
9	0	0	0	3
10	0	0	0	3
11	3	0	0	0
12	0	0	0	4
13	4	0	0	0
14	0	4	0	0
15	0	4	0	0
16	0	0	0	4
17	0	0	0	4
18	0	4	0	0
19	0	4	0	0
20	0	5	0	0
21	4	0	0	0
22	0	0	5	0
23	0	0	5	0
24	0	0	0	5
25	5	0	0	0
26	6	0	0	0
27	0	5	0	0
28	5	0	0	0
29	6	0	0	0
30	7	0	0	0
31	0	12	0	0
32	0	14	0	0
33	20	1	0	0
34	40	0	0	0
35	0	41	0	0
36	0	40	0	0
37	41	0	0	0
38	69	0	0	0
39	0	83	0	0
40	0	0	0	84
41	0	0	0	86
42	0	0	0	86
43	0	84	0	2
44	0	0	86	0
45	88	0	0	0
46	0	0	0	88
47	0	112	0	0
48	0	0	0	114
49	0	222	0	0
50	0	0	0	229
51	0	0	0	228
52	0	0	238	1
53	0	0	0	237
54	232	0	1	0
55	0	0	251	0
56	250	0	0	0
57	0	0	0	253
58	0	251	0	0
59	0	0	0	253
60	0	0	262	0
61	0	0	0	263
62	0	0	0	265
63	0	269	0	0
64	0	0	0	269
65	1	267	0	0
66	0	0	0	270
67	271	0	0	0
68	270	0	0	0
69	271	0	0	0
70	0	272	0	0
71	0	0	271	0
72	270	0	1	0
73	271	0	0	0
74	0	284	0	1
75	0	0	0	284
76	0	0	0	282
77	0	0	0	283
78	281	0	0	0
79	281	0	0	0
80	282	0	0	0
81	283	0	0	0
82	0	0	0	280
83	0	287	0	0
84	0	0	0	284
85	0	0	297	0
86	0	0	0	295
87	0	0	298	0
88	0	0	0	299
89	0	0	299	0
90	0	0	307	0
91	0	313	0	0
92	0	0	0	312
93	0	0	317	0
94	0	1	0	330
95	0	332	0	0
96	331	0	0	0
97	0	333	0	0
98	0	0	0	325
99	0	334	0	0
100	0	0	332	0
101	0	0	358	1
102	0	363	0	0
103	0	0	0	365
104	0	0	370	1
105	0	369	0	0
106	369	0	0	1
107	0	0	0	392
108	0	0	408	0
109	0	412	0	0
110	0	0	0	407
111	0	0	0	411
112	408	0	0	0
113	0	0	442	0
114	1	0	1	441
115	0	0	442	0
116	0	446	0	0
117	445	0	0	0
118	0	454	0	0
119	0	0	1	454
120	0	455	0	0
121	466	0	0	0
122	0	465	0	0
123	0	0	463	1
124	0	473	0	0
125	477	0	0	0
126	0	0	525	0
127	0	0	0	521
128	519	0	0	1
129	0	0	0	525
130	522	0	0	0
131	525	0	0	0
132	0	0	0	533
133	0	0	0	528
134	524	0	0	1
135	517	0	0	0
136	0	0	0	521
137	520	0	0	0
138	528	0	0	0
139	0	527	0	0
140	0	0	0	527
141	536	1	0	0
142	535	1	0	0
143	0	0	0	535
144	0	1	0	536
145	537	0	0	0
146	0	537	0	0
147	0	0	0	536
148	0	0	548	0
149	0	0	1	545
150	0	557	0	0
151	0	0	557	0
152	0	2	0	556
153	0	0	0	550
154	1	0	555	0
155	556	0	0	0
156	0	555	0	0
157	543	1	0	1
158	0	0	569	0
159	0	0	567	0
