5	1	0	0	0
6	0	0	1	0
7	0	0	1	0
8	0	0	0	1
9	0	0	0	1
10	0	0	0	1
11	1	0	0	0
12	0	0	0	1
13	1	0	0	0
14	0	1	0	0
15	0	1	0	0
16	0	0	0	1
17	0	0	0	1
18	0	1	0	0
19	0	1	0	0
20	0	1	0	0
21	1	0	0	0
22	0	0	1	0
23	0	0	1	0
24	0	0	0	1
25	1	0	0	0
26	1	0	0	0
27	0	1	0	0
28	1	0	0	0
29	1	0	0	0
30	1	0	0	0
31	0	2	0	0
32	0	2	0	0
33	2	0	0	0
34	2	0	0	0
35	0	2	0	0
36	0	2	0	0
37	2	0	0	0
38	2	0	0	0
39	0	3	0	0
40	0	0	0	3
41	0	0	0	4
42	0	0	0	4
43	0	3	0	1
44	0	0	4	0
45	4	0	0	0
46	0	0	0	4
47	0	4	0	0
48	0	0	0	5
49	0	5	0	0
50	0	0	0	5
51	0	0	0	5
52	0	0	5	0
53	0	0	0	5
54	5	0	0	0
55	0	0	5	0
56	5	0	0	0
57	0	0	0	5
58	0	5	0	0
59	0	0	0	5
60	0	0	5	0
61	0	0	0	5
62	0	0	0	5
63	0	5	0	0
64	0	0	0	5
65	0	5	0	0
66	0	0	0	5
67	5	0	0	0
68	5	0	0	0
69	5	0	0	0
70	0	5	0	0
71	0	0	5	0
72	5	0	0	0
73	5	0	0	0
74	0	5	0	0
75	0	0	0	5
76	0	0	0	3
77	0	0	0	2
78	2	0	0	0
79	2	0	0	0
80	2	0	0	0
81	2	0	0	0
82	0	0	0	2
83	0	2	0	0
84	0	0	0	2
85	0	0	2	0
86	0	0	0	2
87	0	0	2	0
88	0	0	0	2
89	0	0	2	0
90	0	0	2	0
91	0	2	0	0
92	0	0	0	2
93	0	0	2	0
94	0	0	0	2
95	0	2	0	0
96	2	0	0	0
97	0	2	0	0
98	0	0	0	2
99	0	2	0	0
100	0	0	2	0
101	0	0	2	0
102	0	2	0	0
103	0	0	0	2
104	0	0	2	0
105	0	2	0	0
106	2	0	0	0
107	0	0	0	2
108	0	0	2	0
109	0	2	0	0
110	0	0	0	2
111	0	0	0	2
112	2	0	0	0
113	0	0	4	0
114	0	0	0	5
115	0	0	5	0
116	0	5	0	0
117	5	0	0	0
118	0	5	0	0
119	0	0	0	5
120	0	5	0	0
121	5	0	0	0
122	0	4	0	0
123	0	0	4	0
124	0	4	0	0
125	4	0	0	0
126	0	0	4	0
127	0	0	0	4
128	4	0	0	0
129	0	0	0	4
130	4	0	0	0
131	4	0	0	0
132	0	0	0	4
133	0	0	0	4
134	4	0	0	0
135	4	0	0	0
136	0	0	0	4
137	4	0	0	0
138	4	0	0	0
139	0	3	0	0
140	0	0	0	4
141	4	0	0	0
142	3	0	0	0
143	0	0	0	4
144	0	0	0	4
145	4	0	0	0
146	0	4	0	0
147	0	0	0	4
148	0	0	4	0
149	0	0	0	4
150	0	4	0	0
151	0	0	4	0
152	0	0	0	4
153	0	0	0	4
154	0	0	4	0
155	4	0	0	0
156	0	4	0	0
157	4	0	0	0
158	0	0	4	0
159	0	0	5	0
160	5	0	0	0
161	0	5	0	0
162	5	0	0	0
163	0	5	0	0
164	0	0	5	0
165	4	0	0	0
166	0	0	5	0
167	0	0	0	5
168	5	0	0	0
169	5	0	0	0
170	0	5	0	0
171	0	0	0	5
172	0	5	0	0
173	0	0	5	0
174	0	0	0	5
175	0	5	0	0
176	0	0	0	5
177	5	0	0	0
178	0	0	0	5
179	0	5	0	0
180	0	0	0	5
181	0	0	0	5
182	0	5	0	0
183	0	0	0	5
184	0	0	5	0
185	0	5	0	0
186	5	0	0	0
187	0	0	5	0
188	0	0	4	0
189	0	4	0	0
190	0	0	0	4
191	0	0	4	0
192	0	4	0	0
193	0	0	0	4
194	0	0	0	4
195	4	0	0	0
196	0	4	0	0
197	0	0	4	0
198	0	0	4	0
199	0	0	0	4
200	0	0	0	4
201	0	0	0	4
202	0	4	0	0
203	0	0	4	0
204	0	0	0	4
205	0	4	0	0
206	0	4	0	0
207	0	0	4	0
208	0	0	0	4
209	0	0	4	0
210	0	0	0	4
211	0	0	0	4
212	0	0	4	0
213	0	4	0	0
214	4	0	0	0
215	0	0	4	0
216	0	4	0	0
217	0	4	0	0
218	0	0	4	0
219	4	0	0	0
220	0	0	0	4
221	0	4	0	0
222	4	0	0	0
223	0	0	0	4
224	0	4	0	0
225	4	0	0	0
226	0	0	4	0
227	0	4	0	0
228	4	0	0	0
229	0	5	0	0
230	5	0	0	0
231	0	0	0	5
232	0	5	0	0
233	0	0	0	5
234	5	0	0	0
235	0	0	5	0
236	0	0	5	0
237	0	0	0	5
238	0	0	0	5
239	0	0	0	5
240	0	0	0	5
241	0	0	5	0
242	0	0	0	5
243	0	5	0	0
244	0	5	0	0
245	0	0	5	0
246	0	0	5	0
247	0	0	5	0
248	0	0	0	5
249	0	0	5	0
250	0	0	0	5
251	0	0	5	0
252	5	0	0	0
253	0	5	0	0
254	0	5	0	0
255	0	0	5	0
256	5	0	0	0
257	5	0	0	0
258	5	0	0	0
259	0	0	5	0
260	0	0	5	0
261	0	0	0	5
262	5	0	0	0
263	5	0	0	0
264	0	0	4	0
265	4	0	0	0
266	0	0	0	4
267	0	0	4	0
268	0	0	4	0
269	4	0	0	0
270	0	0	3	0
271	4	0	0	0
272	0	0	4	0
273	0	5	0	0
274	0	5	0	0
275	0	0	0	5
276	0	0	0	5
277	0	0	5	0
278	0	0	0	5
279	0	5	0	0
280	0	5	0	0
281	0	5	0	0
282	0	0	0	5
283	0	0	5	0
284	0	0	5	0
285	0	0	0	5
286	0	0	0	5
287	0	0	0	5
288	0	5	0	0
289	5	0	0	0
290	5	0	0	0
291	0	5	0	0
292	0	0	5	0
293	5	0	0	0
294	0	0	5	0
295	5	0	0	0
296	5	0	0	0
297	5	0	0	0
298	5	0	0	0
299	0	5	0	0
300	5	0	0	0
301	0	5	0	0
302	5	0	0	0
303	0	5	0	0
304	0	0	5	0
305	0	0	0	5
306	0	5	0	0
307	0	6	0	0
308	6	0	0	0
309	6	0	0	0
310	0	6	0	0
311	0	0	0	6
312	0	6	0	0
313	6	0	0	0
314	0	0	6	0
315	0	0	0	6
316	0	0	0	6
317	0	0	0	6
318	0	0	6	0
319	0	6	0	0
320	0	6	0	0
321	0	0	0	6
322	0	0	6	0
323	0	0	0	6
324	0	0	0	6
325	0	0	0	6
326	0	0	0	6
327	6	0	0	0
328	0	6	0	0
329	6	0	0	0
330	0	0	7	0
331	0	0	8	0
332	0	0	0	8
333	0	0	0	8
334	0	8	0	0
335	0	0	8	0
336	0	8	0	0
337	0	0	8	0
338	9	0	0	0
339	0	9	0	0
340	0	0	11	0
341	0	0	0	11
342	0	0	13	0
343	0	14	0	0
344	0	0	0	14
345	0	15	0	0
346	0	0	16	0
347	0	0	0	15
348	15	0	0	0
349	0	15	0	0
350	0	0	15	0
351	0	0	0	16
352	0	0	16	0
353	0	0	24	0
354	0	24	0	0
355	0	0	0	24
356	0	0	0	24
357	0	0	0	24
358	0	0	24	0
359	0	0	24	0
360	24	0	0	0
361	0	0	24	0
362	25	0	0	0
363	0	25	0	0
364	0	0	0	25
365	0	29	0	0
366	0	29	0	0
367	0	0	30	0
368	0	0	0	29
369	0	0	30	0
370	0	0	29	0
371	30	0	0	0
372	0	0	28	0
373	0	0	30	0
374	29	0	0	0
375	0	0	33	0
376	0	0	34	0
377	0	0	0	34
378	0	33	0	0
379	0	0	0	33
380	0	0	0	34
381	35	0	0	0
382	0	0	0	35
383	0	35	0	0
384	35	0	0	0
385	0	0	35	0
386	34	0	0	0
387	0	0	34	0
388	0	0	35	0
389	0	36	0	0
390	36	0	0	0
391	0	45	0	0
392	0	0	46	0
393	0	0	0	46
394	0	45	0	0
395	46	0	0	0
396	46	0	0	0
397	0	46	0	0
398	48	0	0	0
399	0	0	0	49
400	0	47	0	0
401	0	0	0	48
402	0	0	0	47
403	48	0	0	0
404	48	0	0	0
405	48	0	0	0
406	0	0	49	0
407	47	0	1	0
408	0	0	0	48
409	1	0	47	0
410	0	0	47	0
411	0	48	0	0
412	48	0	0	0
413	0	49	0	0
414	0	0	0	48
415	0	0	0	48
416	0	0	49	0
417	0	0	0	49
418	0	0	49	0
419	0	0	48	0
420	0	48	0	0
421	0	0	0	48
422	0	0	0	49
423	49	0	0	0
424	0	0	49	0
425	0	0	0	49
426	49	0	0	0
427	0	0	49	0
428	49	0	0	0
429	49	0	0	0
430	0	0	49	0
431	0	0	0	48
432	0	0	0	48
433	0	0	48	0
434	48	0	0	0
435	47	0	0	0
436	48	0	0	0
437	48	0	0	0
438	48	0	0	0
439	0	0	48	0
440	0	0	48	0
441	0	48	0	0
442	0	0	48	0
443	0	0	0	48
444	0	0	0	48
445	0	0	0	48
446	0	0	0	47
447	0	0	48	0
448	0	48	0	0
449	0	49	0	0
450	0	0	0	49
451	0	49	0	0
452	49	0	0	0
453	49	0	0	0
454	0	49	0	0
455	0	0	0	49
456	0	0	0	49
457	0	0	50	0
458	49	0	0	0
459	50	0	0	0
460	0	50	0	0
461	49	0	0	0
462	0	0	53	0
463	0	53	0	0
464	0	53	0	0
465	0	53	0	0
466	0	0	0	53
467	53	0	0	0
468	0	0	0	53
469	0	0	54	0
470	0	0	0	53
471	0	0	50	0
472	0	0	0	48
473	0	0	0	48
474	0	50	0	0
475	50	0	0	0
476	0	0	0	50
477	0	50	0	0
478	49	0	0	0
479	50	0	0	0
480	50	0	0	0
481	0	48	0	0
482	0	0	48	0
483	0	0	0	46
484	0	1	0	46
485	0	47	0	0
486	0	0	47	0
487	0	0	46	0
488	47	0	0	0
489	0	0	0	47
490	0	0	46	0
491	0	43	0	1
492	0	0	0	44
493	0	44	0	0
494	0	0	44	0
495	44	0	0	0
496	43	0	0	0
497	0	45	0	0
498	0	0	0	45
499	0	0	47	0
500	0	46	0	0
501	46	0	0	0
502	0	46	0	0
503	0	45	0	0
504	0	0	0	45
505	0	45	0	0
506	45	0	0	0
507	0	0	0	44
508	0	0	44	0
509	0	0	45	0
510	0	0	0	45
511	0	43	0	0
512	44	0	0	0
513	0	0	0	48
514	0	0	49	0
515	0	0	0	49
516	0	0	0	47
517	47	0	0	0
518	0	0	0	49
519	0	0	49	0
520	0	0	49	0
521	0	0	0	48
522	0	0	0	46
523	0	0	45	0
524	45	0	0	0
525	0	0	45	0
526	0	46	0	0
527	0	0	0	45
528	0	0	46	0
529	0	0	46	0
530	0	0	0	46
531	46	0	0	0
532	0	0	46	0
533	0	44	0	0
534	45	0	0	0
