379	0	100	0	868
794	0	16	0	75
1819	30	0	229	0
2425	0	0	165	25
4356	15	0	71	0
4420	15	68	0	0
4886	0	601	0	89
5207	0	143	0	34
5533	0	36	0	21
6503	0	152	0	17
7238	0	119	0	24
7503	116	310	0	0
8305	142	0	308	0
9289	40	0	262	0
9932	0	722	0	88
10446	141	0	17	0
10740	0	163	0	21
10949	165	0	19	0
11536	308	0	97	0
14644	0	189	0	30
14652	0	0	161	56
14707	0	162	0	57
15181	0	92	0	13
16585	0	155	0	24
16628	0	0	157	20
16794	0	0	91	15
17349	0	0	79	10
18661	78	0	323	0
18917	0	234	0	601
19456	19	0	39	0
20181	0	231	0	84
20207	0	0	264	40
20838	0	0	95	34
21064	0	89	0	19
21472	0	72	0	514
21505	0	0	515	68
21746	0	0	21	30
22227	0	7	0	56
22318	0	0	50	12
22569	0	121	0	67
23603	86	589	0	0
23774	0	0	1094	300
23944	100	0	47	0
24108	0	390	0	300
24706	0	79	0	25
25162	0	483	0	331
25476	64	0	20	0
27424	0	157	0	29
27876	61	0	161	0
28092	0	210	0	40
28389	80	0	10	0
28398	0	72	0	17
28447	0	71	0	12
28629	0	21	0	62
28894	39	0	333	0
29148	0	15	0	83
29245	439	0	119	0
29371	0	0	370	44
29437	0	388	0	55
29493	101	0	80	0
